set_nA,rep,true_nA,dev_nA,dev_ext_nA,m,n,int1,int2,ext1,ext2,t_ms,mode,wave_min,wave_max,wave_mean,wave_bad,rng_A,baud,warmup,t_settle_ms,t_warm_ms,t_meas_ms,t_xfer_ms,npz,line
5.0,1,4.998654999999999,5.039,5.039,2831,3419,31180,50899,31180,50899,1000,1,2023,59478,30607.8,0,1e-08,921600,always,3281,1003,1190,146,w_p0005_0000_r1.npz,I=+5.039 nA X=+5.039 nA MODE=1 T=1000ms RAW m=2831 n=3419 INT1=31180 INT2=50899 EXT1=31180 EXT2=50899
5.0,2,4.9987200000000005,5.057,5.057,2798,3452,30363,16518,30363,16518,1000,1,2095,59535,31032.8,0,1e-08,921600,always,3281,1003,1219,146,w_p0005_0000_r2.npz,I=+5.057 nA X=+5.057 nA MODE=1 T=1000ms RAW m=2798 n=3452 INT1=30363 INT2=16518 EXT1=30363 EXT2=16518
5.0,3,4.998756666666667,5.059,5.059,2796,3454,30354,14507,30354,14507,1000,1,2100,59519,31025.3,0,1e-08,921600,always,3281,1003,1179,10989,w_p0005_0000_r3.npz,I=+5.059 nA X=+5.059 nA MODE=1 T=1000ms RAW m=2796 n=3454 INT1=30354 INT2=14507 EXT1=30354 EXT2=14507
5.5,1,5.49871,5.549,5.549,2787,3463,31143,37969,31143,37969,1000,1,2240,59595,30640.4,0,1e-08,921600,always,3500,1019,1186,147,w_p0005_5000_r1.npz,I=+5.549 nA X=+5.549 nA MODE=1 T=1000ms RAW m=2787 n=3463 INT1=31143 INT2=37969 EXT1=31143 EXT2=37969
5.5,2,5.49877,5.557,5.557,2775,3475,30496,25158,30496,25158,1000,1,2238,59567,31140.9,0,1e-08,921600,always,3500,1019,1178,146,w_p0005_5000_r2.npz,I=+5.557 nA X=+5.557 nA MODE=1 T=1000ms RAW m=2775 n=3475 INT1=30496 INT2=25158 EXT1=30496 EXT2=25158
5.5,3,5.498676666666666,5.557,5.557,2776,3474,30427,26149,30427,26149,1000,1,2204,59586,31170.0,0,1e-08,921600,always,3500,1019,1188,146,w_p0005_5000_r3.npz,I=+5.557 nA X=+5.557 nA MODE=1 T=1000ms RAW m=2776 n=3474 INT1=30427 INT2=26149 EXT1=30427 EXT2=26149
6.0,1,5.9988366666666675,6.058,6.058,2750,3500,31396,32539,31396,32539,1000,1,2083,59537,30588.6,0,1e-08,921600,always,3500,1019,1178,10835,w_p0006_0000_r1.npz,I=+6.058 nA X=+6.058 nA MODE=1 T=1000ms RAW m=2750 n=3500 INT1=31396 INT2=32539 EXT1=31396 EXT2=32539
6.0,2,5.9988150000000005,6.063,6.063,2745,3505,30533,26735,30533,26735,1000,1,2121,59506,31079.0,0,1e-08,921600,always,3500,1019,1186,147,w_p0006_0000_r2.npz,I=+6.063 nA X=+6.063 nA MODE=1 T=1000ms RAW m=2745 n=3505 INT1=30533 INT2=26735 EXT1=30533 EXT2=26735
6.0,3,5.998740000000001,6.061,6.061,2745,3505,30522,26597,30522,26597,1000,1,2053,59612,31079.7,0,1e-08,921600,always,3500,1019,1179,146,w_p0006_0000_r3.npz,I=+6.061 nA X=+6.061 nA MODE=1 T=1000ms RAW m=2745 n=3505 INT1=30522 INT2=26597 EXT1=30522 EXT2=26597
6.5,1,6.498656666666667,6.562,6.562,2719,3531,30694,32252,30694,32252,1000,1,2155,59527,31117.5,0,1e-08,921600,always,3502,1020,1179,146,w_p0006_5000_r1.npz,I=+6.562 nA X=+6.562 nA MODE=1 T=1000ms RAW m=2719 n=3531 INT1=30694 INT2=32252 EXT1=30694 EXT2=32252
6.5,2,6.498693333333334,6.563,6.563,2720,3530,30574,33250,30574,33250,1000,1,2046,59494,31092.7,0,1e-08,921600,always,3502,1020,1178,147,w_p0006_5000_r2.npz,I=+6.563 nA X=+6.563 nA MODE=1 T=1000ms RAW m=2720 n=3530 INT1=30574 INT2=33250 EXT1=30574 EXT2=33250
6.5,3,6.498749999999999,6.561,6.561,2721,3529,30641,34245,30641,34245,1000,1,2085,59538,31093.9,0,1e-08,921600,always,3502,1020,1178,146,w_p0006_5000_r3.npz,I=+6.561 nA X=+6.561 nA MODE=1 T=1000ms RAW m=2721 n=3529 INT1=30641 INT2=34245 EXT1=30641 EXT2=34245
7.0,1,6.998600000000001,7.063,7.063,2698,3552,30410,42634,30410,42634,1000,1,2118,59670,31094.7,0,1e-08,921600,always,3534,1019,1186,146,w_p0007_0000_r1.npz,I=+7.063 nA X=+7.063 nA MODE=1 T=1000ms RAW m=2698 n=3552 INT1=30410 INT2=42634 EXT1=30410 EXT2=42634
7.0,2,6.998606666666666,7.065,7.065,2696,3554,30687,40972,30687,40972,1000,1,2043,59573,31037.4,0,1e-08,921600,always,3534,1019,1180,146,w_p0007_0000_r2.npz,I=+7.065 nA X=+7.065 nA MODE=1 T=1000ms RAW m=2696 n=3554 INT1=30687 INT2=40972 EXT1=30687 EXT2=40972
7.0,3,6.998586666666667,7.066,7.066,2696,3554,30726,41027,30726,41027,1000,1,1873,59569,31025.8,0,1e-08,921600,always,3534,1019,1178,146,w_p0007_0000_r3.npz,I=+7.066 nA X=+7.066 nA MODE=1 T=1000ms RAW m=2696 n=3554 INT1=30726 INT2=41027 EXT1=30726 EXT2=41027
7.5,1,7.498583333333333,7.563,7.563,2673,3577,30768,49435,30768,49435,1000,1,2005,59569,31019.9,0,1e-08,921600,always,3500,1020,1178,146,w_p0007_5000_r1.npz,I=+7.563 nA X=+7.563 nA MODE=1 T=1000ms RAW m=2673 n=3577 INT1=30768 INT2=49435 EXT1=30768 EXT2=49435
7.5,2,7.498616666666666,7.566,7.566,2670,3580,30362,46045,30362,46045,1000,1,2117,59543,31049.6,0,1e-08,921600,always,3500,1020,1178,147,w_p0007_5000_r2.npz,I=+7.566 nA X=+7.566 nA MODE=1 T=1000ms RAW m=2670 n=3580 INT1=30362 INT2=46045 EXT1=30362 EXT2=46045
7.5,3,7.498583333333333,7.564,7.564,2673,3577,30400,49125,30400,49125,1000,1,2141,59616,31059.5,0,1e-08,921600,always,3500,1020,1180,147,w_p0007_5000_r3.npz,I=+7.564 nA X=+7.564 nA MODE=1 T=1000ms RAW m=2673 n=3577 INT1=30400 INT2=49125 EXT1=30400 EXT2=49125
8.0,1,7.998450000000001,8.064,8.064,2649,3601,30372,56548,30372,56548,1000,1,2097,59561,30922.6,0,1e-08,921600,always,3500,1022,1187,147,w_p0008_0000_r1.npz,I=+8.064 nA X=+8.064 nA MODE=1 T=1000ms RAW m=2649 n=3601 INT1=30372 INT2=56548 EXT1=30372 EXT2=56548
8.0,2,7.9985100000000005,8.063,8.063,2650,3600,30518,57710,30518,57710,1000,1,1984,59665,30942.5,0,1e-08,921600,always,3500,1022,1179,147,w_p0008_0000_r2.npz,I=+8.063 nA X=+8.063 nA MODE=1 T=1000ms RAW m=2650 n=3600 INT1=30518 INT2=57710 EXT1=30518 EXT2=57710
8.0,3,7.998523333333334,8.067,8.067,2648,3602,30450,55806,30450,55806,1000,1,2142,59623,30982.5,0,1e-08,921600,always,3500,1022,1180,147,w_p0008_0000_r3.npz,I=+8.067 nA X=+8.067 nA MODE=1 T=1000ms RAW m=2648 n=3602 INT1=30450 INT2=55806 EXT1=30450 EXT2=55806
8.5,1,8.498633333333334,8.572,8.572,2612,3638,30543,51040,30543,51040,1000,1,1909,59646,30883.6,0,1e-08,921600,always,3500,1022,1180,147,w_p0008_5000_r1.npz,I=+8.572 nA X=+8.572 nA MODE=1 T=1000ms RAW m=2612 n=3638 INT1=30543 INT2=51040 EXT1=30543 EXT2=51040
8.5,2,8.4986,8.57,8.57,2615,3635,30555,54102,30555,54102,1000,1,2137,59668,30915.9,0,1e-08,921600,always,3500,1022,1179,147,w_p0008_5000_r2.npz,I=+8.570 nA X=+8.570 nA MODE=1 T=1000ms RAW m=2615 n=3635 INT1=30555 INT2=54102 EXT1=30555 EXT2=54102
8.5,3,8.498556666666666,8.569,8.569,2619,3631,30615,58323,30615,58323,1000,1,2185,59622,30919.4,0,1e-08,921600,always,3500,1022,1179,146,w_p0008_5000_r3.npz,I=+8.569 nA X=+8.569 nA MODE=1 T=1000ms RAW m=2619 n=3631 INT1=30615 INT2=58323 EXT1=30615 EXT2=58323
9.0,1,8.998375,9.086,9.086,2562,3688,30732,32218,30732,32218,1000,1,2139,59517,30832.7,0,1e-08,921600,always,3500,1022,1188,146,w_p0009_0000_r1.npz,I=+9.086 nA X=+9.086 nA MODE=1 T=1000ms RAW m=2562 n=3688 INT1=30732 INT2=32218 EXT1=30732 EXT2=32218
9.0,2,8.998386666666667,9.089,9.089,2559,3691,30685,29263,30685,29263,1000,1,2112,59577,30847.0,0,1e-08,921600,always,3500,1022,1183,10813,w_p0009_0000_r2.npz,I=+9.089 nA X=+9.089 nA MODE=1 T=1000ms RAW m=2559 n=3691 INT1=30685 INT2=29263 EXT1=30685 EXT2=29263
9.0,3,8.99849,9.088,9.088,2559,3691,30768,29248,30768,29248,1000,1,2106,59514,30811.6,0,1e-08,921600,always,3500,1022,1179,146,w_p0009_0000_r3.npz,I=+9.088 nA X=+9.088 nA MODE=1 T=1000ms RAW m=2559 n=3691 INT1=30768 INT2=29248 EXT1=30768 EXT2=29248
9.5,1,9.49842,9.592,9.592,2538,3712,31348,40744,31348,40744,1000,1,2157,59536,30826.5,0,1e-08,921600,always,3500,1023,1188,147,w_p0009_5000_r1.npz,I=+9.592 nA X=+9.592 nA MODE=1 T=1000ms RAW m=2538 n=3712 INT1=31348 INT2=40744 EXT1=31348 EXT2=40744
9.5,2,9.49849,9.6,9.6,2515,3735,30415,16087,30415,16087,1000,1,2158,59592,30896.2,0,1e-08,921600,always,3500,1023,1179,146,w_p0009_5000_r2.npz,I=+9.600 nA X=+9.600 nA MODE=1 T=1000ms RAW m=2515 n=3735 INT1=30415 INT2=16087 EXT1=30415 EXT2=16087
9.5,3,9.498520000000001,9.599,9.599,2515,3735,30425,16060,30425,16060,1000,1,2065,59632,30914.3,0,1e-08,921600,always,3500,1023,1181,147,w_p0009_5000_r3.npz,I=+9.599 nA X=+9.599 nA MODE=1 T=1000ms RAW m=2515 n=3735 INT1=30425 INT2=16060 EXT1=30425 EXT2=16060
10.0,1,9.998193333333333,10.092,10.092,2513,3737,31251,47078,31251,47078,1000,1,2078,59601,30733.0,0,1e-08,921600,always,3499,1023,1180,147,w_p0010_0000_r1.npz,I=+10.092 nA X=+10.092 nA MODE=1 T=1000ms RAW m=2513 n=3737 INT1=31251 INT2=47078 EXT1=31251 EXT2=47078
10.0,2,9.998283333333333,10.111,10.111,2475,3775,30576,7579,30576,7579,1000,1,2027,59579,30890.8,0,1e-08,921600,always,3499,1023,1179,147,w_p0010_0000_r2.npz,I=+10.111 nA X=+10.111 nA MODE=1 T=1000ms RAW m=2475 n=3775 INT1=30576 INT2=7579 EXT1=30576 EXT2=7579
10.0,3,9.998343333333334,10.109,10.109,2477,3773,30550,9547,30550,9547,1000,1,2055,59503,30851.6,0,1e-08,921600,always,3499,1023,1179,147,w_p0010_0000_r3.npz,I=+10.109 nA X=+10.109 nA MODE=1 T=1000ms RAW m=2477 n=3773 INT1=30550 INT2=9547 EXT1=30550 EXT2=9547
10.5,1,10.4955,10.59,10.59,2492,3758,31331,57679,31331,57679,1000,1,2054,59556,30718.0,0,1e-07,921600,always,3500,1023,1042,146,w_p0010_5000_r1.npz,I=+10.590 nA X=+10.590 nA MODE=1 T=1000ms RAW m=2492 n=3758 INT1=31331 INT2=57679 EXT1=31331 EXT2=57679
10.5,2,10.49525,10.613,10.613,2446,3804,30692,10054,30692,10054,1000,1,2133,59540,31047.6,0,1e-07,921600,always,3500,1023,1273,147,w_p0010_5000_r2.npz,I=+10.613 nA X=+10.613 nA MODE=1 T=1000ms RAW m=2446 n=3804 INT1=30692 INT2=10054 EXT1=30692 EXT2=10054
10.5,3,10.4953,10.611,10.611,2448,3802,30305,11669,30305,11669,1000,1,2148,59621,31066.6,0,1e-07,921600,always,3500,1023,1272,147,w_p0010_5000_r3.npz,I=+10.611 nA X=+10.611 nA MODE=1 T=1000ms RAW m=2448 n=3802 INT1=30305 INT2=11669 EXT1=30305 EXT2=11669
11.0,1,10.994950000000001,11.106,11.106,2439,3811,31188,35475,31188,35475,1000,1,2159,59665,30654.5,0,1e-07,921600,always,3500,1024,1271,147,w_p0011_0000_r1.npz,I=+11.106 nA X=+11.106 nA MODE=1 T=1000ms RAW m=2439 n=3811 INT1=31188 INT2=35475 EXT1=31188 EXT2=35475
11.0,2,10.995075000000002,11.11,11.11,2431,3819,30512,26641,30512,26641,1000,1,2175,59599,31160.9,0,1e-07,921600,always,3500,1024,1272,147,w_p0011_0000_r2.npz,I=+11.110 nA X=+11.110 nA MODE=1 T=1000ms RAW m=2431 n=3819 INT1=30512 INT2=26641 EXT1=30512 EXT2=26641
11.0,3,10.995125,11.11,11.11,2429,3821,30478,24493,30478,24493,1000,1,2263,59600,31162.7,0,1e-07,921600,always,3500,1024,1271,146,w_p0011_0000_r3.npz,I=+11.110 nA X=+11.110 nA MODE=1 T=1000ms RAW m=2429 n=3821 INT1=30478 INT2=24493 EXT1=30478 EXT2=24493
11.5,1,11.49615,11.611,11.611,2408,3842,30450,35169,30450,35169,1000,1,2179,59597,31143.8,0,1e-07,921600,always,3500,1023,1036,147,w_p0011_5000_r1.npz,I=+11.611 nA X=+11.611 nA MODE=1 T=1000ms RAW m=2408 n=3842 INT1=30450 INT2=35169 EXT1=30450 EXT2=35169
11.5,2,11.495999999999999,11.61,11.61,2411,3839,30708,38509,30708,38509,1000,1,2057,59610,31140.1,0,1e-07,921600,always,3500,1023,1271,147,w_p0011_5000_r2.npz,I=+11.610 nA X=+11.610 nA MODE=1 T=1000ms RAW m=2411 n=3839 INT1=30708 INT2=38509 EXT1=30708 EXT2=38509
11.5,3,11.4958,11.608,11.608,2412,3838,30676,39440,30676,39440,1000,1,2093,59582,31118.2,0,1e-07,921600,always,3500,1023,1272,147,w_p0011_5000_r3.npz,I=+11.608 nA X=+11.608 nA MODE=1 T=1000ms RAW m=2412 n=3838 INT1=30676 INT2=39440 EXT1=30676 EXT2=39440
12.0,1,11.995575,12.111,12.111,2386,3864,30485,44808,30485,44808,1000,1,2198,59449,31071.5,0,1e-07,921600,always,3501,1023,1272,147,w_p0012_0000_r1.npz,I=+12.111 nA X=+12.111 nA MODE=1 T=1000ms RAW m=2386 n=3864 INT1=30485 INT2=44808 EXT1=30485 EXT2=44808
12.0,2,11.995475,12.11,12.11,2386,3864,30521,44801,30521,44801,1000,1,2250,59472,31103.4,0,1e-07,921600,always,3501,1023,1271,147,w_p0012_0000_r2.npz,I=+12.110 nA X=+12.110 nA MODE=1 T=1000ms RAW m=2386 n=3864 INT1=30521 INT2=44801 EXT1=30521 EXT2=44801
12.0,3,11.995475,12.11,12.11,2387,3863,30467,45766,30467,45766,1000,1,2053,59538,31063.2,0,1e-07,921600,always,3501,1023,1271,10982,w_p0012_0000_r3.npz,I=+12.110 nA X=+12.110 nA MODE=1 T=1000ms RAW m=2387 n=3863 INT1=30467 INT2=45766 EXT1=30467 EXT2=45766
12.5,1,12.49695,12.61,12.61,2367,3883,30566,57577,30566,57577,1000,1,2083,59667,30932.8,0,1e-07,921600,always,3500,1023,1036,146,w_p0012_5000_r1.npz,I=+12.610 nA X=+12.610 nA MODE=1 T=1000ms RAW m=2367 n=3883 INT1=30566 INT2=57577 EXT1=30566 EXT2=57577
12.5,2,12.496850000000002,12.61,12.61,2367,3883,30700,57681,30700,57681,1000,1,2076,59663,30915.0,0,1e-07,921600,always,3500,1023,1272,147,w_p0012_5000_r2.npz,I=+12.610 nA X=+12.610 nA MODE=1 T=1000ms RAW m=2367 n=3883 INT1=30700 INT2=57681 EXT1=30700 EXT2=57681
12.5,3,12.496699999999999,12.611,12.611,2364,3886,30617,54515,30617,54515,1000,1,2202,59647,30906.0,0,1e-07,921600,always,3500,1023,1276,147,w_p0012_5000_r3.npz,I=+12.611 nA X=+12.611 nA MODE=1 T=1000ms RAW m=2364 n=3886 INT1=30617 INT2=54515 EXT1=30617 EXT2=54515
13.0,1,12.995924999999998,13.127,13.127,2311,3939,30540,32392,30540,32392,1000,1,2069,59588,30869.3,0,1e-07,921600,always,3499,1024,1276,147,w_p0013_0000_r1.npz,I=+13.127 nA X=+13.127 nA MODE=1 T=1000ms RAW m=2311 n=3939 INT1=30540 INT2=32392 EXT1=30540 EXT2=32392
13.0,2,12.9961,13.129,13.129,2309,3941,30466,30353,30466,30353,1000,1,2040,59703,30868.3,0,1e-07,921600,always,3499,1024,1274,147,w_p0013_0000_r2.npz,I=+13.129 nA X=+13.129 nA MODE=1 T=1000ms RAW m=2309 n=3941 INT1=30466 INT2=30353 EXT1=30466 EXT2=30353
13.0,3,12.995875,13.125,13.125,2315,3935,30484,36424,30484,36424,1000,1,2082,59657,30842.1,0,1e-07,921600,always,3499,1024,1272,10913,w_p0013_0000_r3.npz,I=+13.125 nA X=+13.125 nA MODE=1 T=1000ms RAW m=2315 n=3935 INT1=30484 INT2=36424 EXT1=30484 EXT2=36424
13.5,1,13.495099999999999,13.63,13.63,2287,3963,31048,40586,31048,40586,1000,1,2156,59532,30853.9,0,1e-07,921600,always,3500,1024,1036,147,w_p0013_5000_r1.npz,I=+13.630 nA X=+13.630 nA MODE=1 T=1000ms RAW m=2287 n=3963 INT1=31048 INT2=40586 EXT1=31048 EXT2=40586
13.5,2,13.49515,13.641,13.641,2260,3990,30676,12516,30676,12516,1000,1,2210,59502,30936.0,0,1e-07,921600,always,3500,1024,1275,147,w_p0013_5000_r2.npz,I=+13.641 nA X=+13.641 nA MODE=1 T=1000ms RAW m=2260 n=3990 INT1=30676 INT2=12516 EXT1=30676 EXT2=12516
13.5,3,13.495299999999999,13.643,13.643,2260,3990,30700,12677,30700,12677,1000,1,1920,59529,30890.0,0,1e-07,921600,always,3500,1024,1271,147,w_p0013_5000_r3.npz,I=+13.643 nA X=+13.643 nA MODE=1 T=1000ms RAW m=2260 n=3990 INT1=30700 INT2=12677 EXT1=30700 EXT2=12677
14.0,1,13.99625,14.13,14.13,2268,3982,31291,53575,31291,53575,1000,1,2013,59687,30753.2,0,1e-07,921600,always,3500,1024,1272,10828,w_p0014_0000_r1.npz,I=+14.130 nA X=+14.130 nA MODE=1 T=1000ms RAW m=2268 n=3982 INT1=31291 INT2=53575 EXT1=31291 EXT2=53575
14.0,2,13.99645,14.158,14.158,2221,4029,30511,5152,30511,5152,1000,1,2169,59588,30952.8,0,1e-07,921600,always,3500,1024,1036,146,w_p0014_0000_r2.npz,I=+14.158 nA X=+14.158 nA MODE=1 T=1000ms RAW m=2221 n=4029 INT1=30511 INT2=5152 EXT1=30511 EXT2=5152
14.0,3,13.996425,14.174,14.174,2222,4028,30618,7297,30618,7297,1000,1,2048,59693,31002.2,0,1e-07,921600,always,3500,1024,1271,147,w_p0014_0000_r3.npz,I=+14.174 nA X=+14.174 nA MODE=1 T=1000ms RAW m=2222 n=4028 INT1=30618 INT2=7297 EXT1=30618 EXT2=7297
14.5,1,9.493867250000001,7.428,7.428,2675,3575,30945,42885,30945,42885,1000,1,0,65535,31097.6,52,1e-07,921600,always,3500,1018,1273,10952,w_p0014_5000_r1.npz,I=+7.428 nA X=+7.428 nA MODE=1 T=1000ms RAW m=2675 n=3575 INT1=30945 INT2=42885 EXT1=30945 EXT2=42885
14.5,2,14.49535,14.648,14.648,2209,4041,30530,24600,30530,24600,1000,1,2102,59678,31166.6,0,1e-07,921600,always,3500,1018,1059,146,w_p0014_5000_r2.npz,I=+14.648 nA X=+14.648 nA MODE=1 T=1000ms RAW m=2209 n=4041 INT1=30530 INT2=24600 EXT1=30530 EXT2=24600
14.5,3,14.49545,14.647,14.647,2209,4041,30450,24444,30450,24444,1000,1,2188,59716,31179.2,0,1e-07,921600,always,3500,1018,1309,146,w_p0014_5000_r3.npz,I=+14.647 nA X=+14.647 nA MODE=1 T=1000ms RAW m=2209 n=4041 INT1=30450 INT2=24444 EXT1=30450 EXT2=24444
15.0,1,14.996425,15.145,15.145,2193,4057,30650,40445,30650,40445,1000,1,2215,59552,31181.8,0,1e-07,921600,always,3500,1023,1270,146,w_p0015_0000_r1.npz,I=+15.145 nA X=+15.145 nA MODE=1 T=1000ms RAW m=2193 n=4057 INT1=30650 INT2=40445 EXT1=30650 EXT2=40445
15.0,2,14.996375,15.146,15.146,2193,4057,30756,40619,30756,40619,1000,1,1978,59540,31126.3,0,1e-07,921600,always,3500,1023,1335,146,w_p0015_0000_r2.npz,I=+15.146 nA X=+15.146 nA MODE=1 T=1000ms RAW m=2193 n=4057 INT1=30756 INT2=40619 EXT1=30756 EXT2=40619
15.0,3,14.9963,15.146,15.146,2193,4057,30769,40612,30769,40612,1000,1,2181,59594,31155.6,0,1e-07,921600,always,3500,1023,1271,147,w_p0015_0000_r3.npz,I=+15.146 nA X=+15.146 nA MODE=1 T=1000ms RAW m=2193 n=4057 INT1=30769 INT2=40612 EXT1=30769 EXT2=40612
15.5,1,15.49585,15.645,15.645,2173,4077,30577,52042,30577,52042,1000,1,2197,59677,31016.1,0,1e-07,921600,always,3500,1023,1037,146,w_p0015_5000_r1.npz,I=+15.645 nA X=+15.645 nA MODE=1 T=1000ms RAW m=2173 n=4077 INT1=30577 INT2=52042 EXT1=30577 EXT2=52042
15.5,2,15.4957,15.652,15.652,2169,4081,30693,48405,30693,48405,1000,1,2251,59595,31033.7,0,1e-07,921600,always,3500,1023,1292,146,w_p0015_5000_r2.npz,I=+15.652 nA X=+15.652 nA MODE=1 T=1000ms RAW m=2169 n=4081 INT1=30693 INT2=48405 EXT1=30693 EXT2=48405
15.5,3,15.4959,16.302,16.302,2088,4162,30478,5445,30478,5445,1000,1,2172,65535,31258.4,13,1e-07,921600,always,3500,1023,1271,147,w_p0015_5000_r3.npz,I=+16.302 nA X=+16.302 nA MODE=1 T=1000ms RAW m=2088 n=4162 INT1=30478 INT2=5445 EXT1=30478 EXT2=5445
16.0,1,15.99705,16.157,16.157,2124,4126,30489,33924,30489,33924,1000,1,2236,59717,30924.1,0,1e-07,921600,always,3515,1024,1298,146,w_p0016_0000_r1.npz,I=+16.157 nA X=+16.157 nA MODE=1 T=1000ms RAW m=2124 n=4126 INT1=30489 INT2=33924 EXT1=30489 EXT2=33924
16.0,2,15.996949999999998,16.156,16.156,2126,4124,30663,36133,30663,36133,1000,1,2127,59653,30924.7,0,1e-07,115200,always,3249,1012,1036,1096,w_p0016_0000_r2.npz,I=+16.156 nA X=+16.156 nA MODE=1 T=1000ms RAW m=2126 n=4124 INT1=30663 INT2=36133 EXT1=30663 EXT2=36133
16.0,3,15.996725,16.155,16.155,2129,4121,30660,39191,30660,39191,1000,1,2127,59645,30916.8,0,1e-07,115200,always,3249,1012,1307,1096,w_p0016_0000_r3.npz,I=+16.155 nA X=+16.155 nA MODE=1 T=1000ms RAW m=2129 n=4121 INT1=30660 INT2=39191 EXT1=30660 EXT2=39191
16.5,1,16.496225,16.663,16.663,2100,4150,31108,42361,31108,42361,1000,1,2148,59481,30844.8,0,1e-07,115200,always,3500,1032,1271,1096,w_p0016_5000_r1.npz,I=+16.663 nA X=+16.663 nA MODE=1 T=1000ms RAW m=2100 n=4150 INT1=31108 INT2=42361 EXT1=31108 EXT2=42361
16.5,2,16.49635,16.677,16.677,2068,4182,30581,9036,30581,9036,1000,1,2186,59541,30935.3,0,1e-07,115200,always,3500,1032,1271,1096,w_p0016_5000_r2.npz,I=+16.677 nA X=+16.677 nA MODE=1 T=1000ms RAW m=2068 n=4182 INT1=30581 INT2=9036 EXT1=30581 EXT2=9036
16.5,3,16.4962,16.674,16.674,2068,4182,30670,8940,30670,8940,1000,1,2177,59540,30906.8,0,1e-07,115200,always,3500,1032,1272,1096,w_p0016_5000_r3.npz,I=+16.674 nA X=+16.674 nA MODE=1 T=1000ms RAW m=2068 n=4182 INT1=30670 INT2=8940 EXT1=30670 EXT2=8940
17.0,1,16.9956,17.159,17.159,2081,4169,30899,54668,30899,54668,1000,1,2168,59691,30707.5,0,1e-07,115200,always,3501,1032,1035,1096,w_p0017_0000_r1.npz,I=+17.159 nA X=+17.159 nA MODE=1 T=1000ms RAW m=2081 n=4169 INT1=30899 INT2=54668 EXT1=30899 EXT2=54668
17.0,2,16.9956,17.178,17.178,2039,4211,30669,11417,30669,11417,1000,1,2205,59651,31056.0,0,1e-07,115200,always,3501,1032,1270,1096,w_p0017_0000_r2.npz,I=+17.178 nA X=+17.178 nA MODE=1 T=1000ms RAW m=2039 n=4211 INT1=30669 INT2=11417 EXT1=30669 EXT2=11417
17.0,3,16.9955,17.18,17.18,2039,4211,30609,11529,30609,11529,1000,1,2203,59616,31042.7,0,1e-07,115200,always,3501,1032,1281,1096,w_p0017_0000_r3.npz,I=+17.180 nA X=+17.180 nA MODE=1 T=1000ms RAW m=2039 n=4211 INT1=30609 INT2=11529 EXT1=30609 EXT2=11529
17.5,1,17.496475,17.671,17.671,2034,4216,30685,38478,30685,38478,1000,1,2305,59575,31272.3,0,1e-07,115200,always,3499,1033,1271,1096,w_p0017_5000_r1.npz,I=+17.671 nA X=+17.671 nA MODE=1 T=1000ms RAW m=2034 n=4216 INT1=30685 INT2=38478 EXT1=30685 EXT2=38478
17.5,2,17.496425,17.674,17.674,2033,4217,30613,37582,30613,37582,1000,1,2126,59674,31282.0,0,1e-07,115200,always,3499,1033,1272,1096,w_p0017_5000_r2.npz,I=+17.674 nA X=+17.674 nA MODE=1 T=1000ms RAW m=2033 n=4217 INT1=30613 INT2=37582 EXT1=30613 EXT2=37582
17.5,3,17.49645,17.672,17.672,2034,4216,30653,38527,30653,38527,1000,1,1950,59620,31267.1,0,1e-07,115200,always,3499,1033,1036,1096,w_p0017_5000_r3.npz,I=+17.672 nA X=+17.672 nA MODE=1 T=1000ms RAW m=2034 n=4216 INT1=30653 INT2=38527 EXT1=30653 EXT2=38527
18.0,1,17.995775,18.173,18.173,2009,4241,30734,45118,30734,45118,1000,1,2231,59386,31088.2,0,1e-07,115200,always,3492,1034,1272,1096,w_p0018_0000_r1.npz,I=+18.173 nA X=+18.173 nA MODE=1 T=1000ms RAW m=2009 n=4241 INT1=30734 INT2=45118 EXT1=30734 EXT2=45118
18.0,2,17.99595,18.174,18.174,2010,4240,30685,46178,30685,46178,1000,1,2245,59677,31107.2,0,1e-07,115200,always,3492,1034,1274,1096,w_p0018_0000_r2.npz,I=+18.174 nA X=+18.174 nA MODE=1 T=1000ms RAW m=2010 n=4240 INT1=30685 INT2=46178 EXT1=30685 EXT2=46178
18.0,3,17.9962,18.177,18.177,2009,4241,30619,45227,30619,45227,1000,1,2212,59519,31110.7,0,1e-07,115200,always,3492,1034,1272,1096,w_p0018_0000_r3.npz,I=+18.177 nA X=+18.177 nA MODE=1 T=1000ms RAW m=2009 n=4241 INT1=30619 INT2=45227 EXT1=30619 EXT2=45227
18.5,1,18.497049999999998,18.679,18.679,1974,4276,30721,41332,30721,41332,1000,1,2054,59708,30921.5,0,1e-07,115200,always,3500,1034,1038,1097,w_p0018_5000_r1.npz,I=+18.679 nA X=+18.679 nA MODE=1 T=1000ms RAW m=1974 n=4276 INT1=30721 INT2=41332 EXT1=30721 EXT2=41332
18.5,2,18.497375,18.685,18.685,1963,4287,30691,30144,30691,30144,1000,1,2086,59700,30958.5,0,1e-07,115200,always,3500,1034,1275,1096,w_p0018_5000_r2.npz,I=+18.685 nA X=+18.685 nA MODE=1 T=1000ms RAW m=1963 n=4287 INT1=30691 INT2=30144 EXT1=30691 EXT2=30144
